2005-01-03, Steady Climb, SP500: +nan%, RSI: nan, VIX: 14.08, ATR: nan, BBW: nan, PrevState: None, Score: 2
2016-09-16, Steady Climb, SP500: +0.53%, RSI: 42.1, VIX: 15.37, ATR: 0.0003, BBW: 0.04, PrevState: Orderly Decline, Score: 8
2016-09-19, Trend Pullback, SP500: -0.92%, RSI: 38.4, VIX: 15.53, ATR: -0.0009, BBW: 0.04, PrevState: Steady Climb, Score: 10
2016-09-20, Steady Climb, SP500: +0.60%, RSI: 39.6, VIX: 15.92, ATR: 0.0018, BBW: 0.04, PrevState: Trend Pullback, Score: 8
2016-09-21, Steady Climb, SP500: +1.76%, RSI: 48.0, VIX: 13.30, ATR: 0.0009, BBW: 0.04, PrevState: Steady Climb, Score: 10
2016-09-22, Steady Climb, SP500: +1.39%, RSI: 51.5, VIX: 12.02, ATR: 0.0015, BBW: 0.04, PrevState: Steady Climb, Score: 10
2016-09-23, Steady Climb, SP500: +1.19%, RSI: 46.4, VIX: 12.29, ATR: 0.0046, BBW: 0.04, PrevState: Steady Climb, Score: 8
2016-09-26, Trend Pullback, SP500: +0.33%, RSI: 40.9, VIX: 14.50, ATR: 0.0041, BBW: 0.04, PrevState: Steady Climb, Score: 8
2016-09-27, Steady Climb, SP500: +0.94%, RSI: 44.4, VIX: 13.10, ATR: 0.0007, BBW: 0.04, PrevState: Trend Pullback, Score: 8
2016-09-28, Trend Pullback, SP500: +0.38%, RSI: 47.9, VIX: 12.39, ATR: -0.0017, BBW: 0.04, PrevState: Steady Climb, Score: 10
2016-09-29, Steady Climb, SP500: -1.20%, RSI: 55.6, VIX: 14.02, ATR: -0.0008, BBW: 0.04, PrevState: Trend Pullback, Score: 8
2016-09-30, Trend Pullback, SP500: +0.17%, RSI: 52.4, VIX: 13.29, ATR: -0.0001, BBW: 0.04, PrevState: Steady Climb, Score: 10
2016-10-03, Steady Climb, SP500: +0.70%, RSI: 60.1, VIX: 13.57, ATR: 0.0016, BBW: 0.04, PrevState: Trend Pullback, Score: 10
2016-10-04, Trend Pullback, SP500: -0.44%, RSI: 56.9, VIX: 13.63, ATR: -0.0000, BBW: 0.03, PrevState: Steady Climb, Score: 12
2016-10-05, Steady Climb, SP500: -0.54%, RSI: 53.7, VIX: 12.99, ATR: -0.0015, BBW: 0.03, PrevState: Trend Pullback, Score: 8
2016-10-06, Trend Pullback, SP500: +0.45%, RSI: 56.8, VIX: 12.84, ATR: -0.0000, BBW: 0.03, PrevState: Steady Climb, Score: 10
2016-10-07, Steady Climb, SP500: -0.67%, RSI: 54.4, VIX: 13.48, ATR: -0.0008, BBW: 0.03, PrevState: Trend Pullback, Score: 8
2016-10-10, Trend Pullback, SP500: +0.11%, RSI: 56.8, VIX: 13.38, ATR: -0.0002, BBW: 0.03, PrevState: Steady Climb, Score: 10
2016-10-11, Orderly Decline, SP500: -0.64%, RSI: 42.7, VIX: 15.36, ATR: 0.0010, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2016-10-12, Orderly Decline, SP500: -0.95%, RSI: 38.7, VIX: 15.91, ATR: -0.0020, BBW: 0.02, PrevState: Orderly Decline, Score: 8
2016-10-13, Orderly Decline, SP500: -1.31%, RSI: 40.1, VIX: 16.69, ATR: -0.0028, BBW: 0.02, PrevState: Orderly Decline, Score: 8
2016-10-14, Orderly Decline, SP500: -0.96%, RSI: 45.4, VIX: 16.12, ATR: -0.0031, BBW: 0.02, PrevState: Orderly Decline, Score: 8
2016-10-17, Orderly Decline, SP500: -1.72%, RSI: 37.8, VIX: 16.21, ATR: -0.0031, BBW: 0.03, PrevState: Orderly Decline, Score: 8
2016-10-18, Steady Climb, SP500: +0.13%, RSI: 38.5, VIX: 15.28, ATR: -0.0012, BBW: 0.03, PrevState: Orderly Decline, Score: 6
2016-10-19, Trend Pullback, SP500: +0.24%, RSI: 47.2, VIX: 14.41, ATR: -0.0002, BBW: 0.03, PrevState: Steady Climb, Score: 10
2016-10-20, Steady Climb, SP500: +0.41%, RSI: 37.6, VIX: 13.75, ATR: 0.0014, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2016-10-21, Trend Pullback, SP500: +0.38%, RSI: 40.2, VIX: 13.34, ATR: 0.0016, BBW: 0.02, PrevState: Steady Climb, Score: 8
2016-10-24, Steady Climb, SP500: +1.17%, RSI: 50.4, VIX: 13.02, ATR: 0.0014, BBW: 0.02, PrevState: Trend Pullback, Score: 10
2016-10-25, Trend Pullback, SP500: +0.17%, RSI: 41.7, VIX: 13.46, ATR: 0.0009, BBW: 0.02, PrevState: Steady Climb, Score: 8
2016-10-26, Steady Climb, SP500: -0.23%, RSI: 39.6, VIX: 14.24, ATR: 0.0004, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2016-10-27, Trend Pullback, SP500: -0.39%, RSI: 39.9, VIX: 15.36, ATR: -0.0001, BBW: 0.02, PrevState: Steady Climb, Score: 10
2016-10-28, Orderly Decline, SP500: -0.69%, RSI: 31.2, VIX: 16.19, ATR: -0.0013, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2016-10-31, Orderly Decline, SP500: -1.17%, RSI: 42.7, VIX: 17.06, ATR: -0.0028, BBW: 0.02, PrevState: Orderly Decline, Score: 8
2016-11-01, Orderly Decline, SP500: -1.47%, RSI: 33.7, VIX: 18.56, ATR: -0.0022, BBW: 0.02, PrevState: Orderly Decline, Score: 6
2016-11-02, Orderly Decline, SP500: -1.94%, RSI: 31.1, VIX: 19.32, ATR: -0.0030, BBW: 0.03, PrevState: Orderly Decline, Score: 6
2016-11-03, Sharp Decline, SP500: -2.08%, RSI: 27.9, VIX: 22.08, ATR: -0.0041, BBW: 0.03, PrevState: Orderly Decline, Score: 6
2016-11-04, Sharp Decline, SP500: -1.94%, RSI: 28.8, VIX: 22.51, ATR: -0.0050, BBW: 0.04, PrevState: Sharp Decline, Score: 4
2016-11-07, Volatile Chop, SP500: +0.25%, RSI: 46.9, VIX: 18.71, ATR: -0.0049, BBW: 0.03, PrevState: Sharp Decline, Score: 8
2016-11-08, Steady Climb, SP500: +1.32%, RSI: 48.2, VIX: 18.74, ATR: 0.0013, BBW: 0.03, PrevState: Volatile Chop, Score: 6
2016-11-09, Steady Climb, SP500: +3.11%, RSI: 57.1, VIX: 14.38, ATR: 0.0058, BBW: 0.04, PrevState: Steady Climb, Score: 12
2016-11-10, Steady Climb, SP500: +3.77%, RSI: 58.3, VIX: 14.74, ATR: 0.0094, BBW: 0.04, PrevState: Steady Climb, Score: 12
2016-11-11, Steady Climb, SP500: +3.80%, RSI: 54.3, VIX: 14.17, ATR: 0.0091, BBW: 0.04, PrevState: Steady Climb, Score: 12
2016-11-14, Steady Climb, SP500: +1.53%, RSI: 57.3, VIX: 14.48, ATR: 0.0043, BBW: 0.04, PrevState: Steady Climb, Score: 12
2016-11-15, Steady Climb, SP500: +1.91%, RSI: 63.1, VIX: 13.37, ATR: 0.0023, BBW: 0.05, PrevState: Steady Climb, Score: 12
2016-11-16, Steady Climb, SP500: +0.63%, RSI: 64.3, VIX: 13.72, ATR: 0.0014, BBW: 0.05, PrevState: Steady Climb, Score: 10
2016-11-17, Steady Climb, SP500: +0.91%, RSI: 69.4, VIX: 13.35, ATR: 0.0016, BBW: 0.06, PrevState: Steady Climb, Score: 10
2016-11-18, Steady Climb, SP500: +0.81%, RSI: 67.3, VIX: 12.85, ATR: 0.0027, BBW: 0.06, PrevState: Steady Climb, Score: 10
2016-11-21, Steady Climb, SP500: +1.57%, RSI: 76.5, VIX: 12.42, ATR: 0.0019, BBW: 0.06, PrevState: Steady Climb, Score: 10
2016-11-22, Steady Climb, SP500: +1.03%, RSI: 84.0, VIX: 12.41, ATR: 0.0018, BBW: 0.07, PrevState: Steady Climb, Score: 8
2016-11-23, Steady Climb, SP500: +1.28%, RSI: 89.5, VIX: 12.43, ATR: 0.0029, BBW: 0.07, PrevState: Steady Climb, Score: 8
2016-11-25, Steady Climb, SP500: +1.20%, RSI: 92.1, VIX: 12.34, ATR: 0.0025, BBW: 0.07, PrevState: Steady Climb, Score: 8
2016-11-28, Steady Climb, SP500: +0.91%, RSI: 79.9, VIX: 13.15, ATR: 0.0032, BBW: 0.08, PrevState: Steady Climb, Score: 8
2016-11-29, Trend Pullback, SP500: +0.29%, RSI: 79.0, VIX: 12.90, ATR: 0.0008, BBW: 0.08, PrevState: Steady Climb, Score: 8
2016-11-30, Steady Climb, SP500: -0.19%, RSI: 68.8, VIX: 13.33, ATR: 0.0000, BBW: 0.07, PrevState: Trend Pullback, Score: 8
2016-12-01, Trend Pullback, SP500: -0.62%, RSI: 62.1, VIX: 14.07, ATR: -0.0009, BBW: 0.07, PrevState: Steady Climb, Score: 10
2016-12-02, Steady Climb, SP500: -0.97%, RSI: 64.4, VIX: 14.12, ATR: -0.0022, BBW: 0.06, PrevState: Trend Pullback, Score: 8
2016-12-05, Steady Climb, SP500: +0.14%, RSI: 68.7, VIX: 12.14, ATR: -0.0015, BBW: 0.04, PrevState: Steady Climb, Score: 8
2016-12-06, Steady Climb, SP500: +0.34%, RSI: 66.0, VIX: 11.79, ATR: -0.0003, BBW: 0.04, PrevState: Steady Climb, Score: 8
2016-12-07, Steady Climb, SP500: +1.93%, RSI: 75.7, VIX: 12.22, ATR: 0.0018, BBW: 0.04, PrevState: Steady Climb, Score: 10
2016-12-08, Steady Climb, SP500: +2.52%, RSI: 74.6, VIX: 12.64, ATR: 0.0054, BBW: 0.04, PrevState: Steady Climb, Score: 10
2016-12-09, Steady Climb, SP500: +3.08%, RSI: 80.3, VIX: 11.75, ATR: 0.0064, BBW: 0.05, PrevState: Steady Climb, Score: 10
2016-12-12, Steady Climb, SP500: +2.37%, RSI: 75.7, VIX: 12.64, ATR: 0.0064, BBW: 0.05, PrevState: Steady Climb, Score: 10
2016-12-13, Steady Climb, SP500: +2.69%, RSI: 77.7, VIX: 12.72, ATR: 0.0047, BBW: 0.05, PrevState: Steady Climb, Score: 10
2016-12-14, Steady Climb, SP500: +0.53%, RSI: 67.2, VIX: 13.19, ATR: 0.0032, BBW: 0.05, PrevState: Steady Climb, Score: 10
2016-12-15, Steady Climb, SP500: +0.71%, RSI: 67.2, VIX: 12.79, ATR: 0.0012, BBW: 0.05, PrevState: Steady Climb, Score: 10
2016-12-16, Trend Pullback, SP500: -0.06%, RSI: 71.1, VIX: 12.20, ATR: 0.0001, BBW: 0.05, PrevState: Steady Climb, Score: 8
2016-12-19, Steady Climb, SP500: +0.25%, RSI: 71.4, VIX: 11.71, ATR: -0.0003, BBW: 0.05, PrevState: Trend Pullback, Score: 6
2016-12-20, Trend Pullback, SP500: -0.04%, RSI: 76.2, VIX: 11.45, ATR: -0.0006, BBW: 0.05, PrevState: Steady Climb, Score: 8
2016-12-21, Steady Climb, SP500: +0.53%, RSI: 77.4, VIX: 11.27, ATR: 0.0016, BBW: 0.05, PrevState: Trend Pullback, Score: 8
2016-12-22, Trend Pullback, SP500: -0.05%, RSI: 74.9, VIX: 11.43, ATR: 0.0008, BBW: 0.05, PrevState: Steady Climb, Score: 8
2016-12-23, Steady Climb, SP500: +0.25%, RSI: 73.0, VIX: 11.44, ATR: 0.0004, BBW: 0.05, PrevState: Trend Pullback, Score: 6
2016-12-27, Trend Pullback, SP500: +0.28%, RSI: 72.4, VIX: 11.99, ATR: -0.0003, BBW: 0.05, PrevState: Steady Climb, Score: 8
2016-12-28, Steady Climb, SP500: -0.92%, RSI: 53.7, VIX: 12.95, ATR: -0.0002, BBW: 0.05, PrevState: Trend Pullback, Score: 8
2016-12-29, Trend Pullback, SP500: -0.70%, RSI: 51.4, VIX: 13.37, ATR: -0.0010, BBW: 0.05, PrevState: Steady Climb, Score: 12
2016-12-30, Steady Climb, SP500: -0.98%, RSI: 40.5, VIX: 14.04, ATR: -0.0017, BBW: 0.04, PrevState: Trend Pullback, Score: 6
2017-01-03, Trend Pullback, SP500: -0.26%, RSI: 50.3, VIX: 12.85, ATR: -0.0031, BBW: 0.03, PrevState: Steady Climb, Score: 12
2017-01-04, Steady Climb, SP500: +0.08%, RSI: 49.6, VIX: 11.85, ATR: -0.0015, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-01-05, Steady Climb, SP500: +0.85%, RSI: 57.4, VIX: 11.67, ATR: 0.0022, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-06, Steady Climb, SP500: +1.23%, RSI: 57.0, VIX: 11.32, ATR: 0.0031, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-09, Steady Climb, SP500: +1.34%, RSI: 54.9, VIX: 11.56, ATR: 0.0039, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-10, Trend Pullback, SP500: +0.49%, RSI: 53.0, VIX: 11.49, ATR: 0.0013, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-11, Steady Climb, SP500: +0.20%, RSI: 52.2, VIX: 11.26, ATR: -0.0002, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-01-12, Trend Pullback, SP500: +0.06%, RSI: 52.5, VIX: 11.54, ATR: 0.0002, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-13, Steady Climb, SP500: -0.10%, RSI: 56.6, VIX: 11.23, ATR: -0.0003, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-01-17, Trend Pullback, SP500: -0.04%, RSI: 51.9, VIX: 11.87, ATR: 0.0006, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-18, Steady Climb, SP500: +0.13%, RSI: 51.4, VIX: 12.48, ATR: -0.0001, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-01-19, Trend Pullback, SP500: -0.51%, RSI: 57.2, VIX: 12.78, ATR: -0.0004, BBW: 0.02, PrevState: Steady Climb, Score: 12
2017-01-20, Steady Climb, SP500: +0.04%, RSI: 60.8, VIX: 11.54, ATR: -0.0007, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-01-23, Trend Pullback, SP500: -0.42%, RSI: 63.5, VIX: 11.77, ATR: -0.0005, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-24, Steady Climb, SP500: +0.54%, RSI: 61.9, VIX: 11.07, ATR: -0.0003, BBW: 0.02, PrevState: Trend Pullback, Score: 10
2017-01-25, Steady Climb, SP500: +1.17%, RSI: 63.9, VIX: 10.81, ATR: 0.0008, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-26, Steady Climb, SP500: +1.46%, RSI: 64.0, VIX: 10.63, ATR: 0.0034, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-27, Steady Climb, SP500: +1.03%, RSI: 59.5, VIX: 10.58, ATR: 0.0037, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-01-30, Steady Climb, SP500: +0.69%, RSI: 56.1, VIX: 11.88, ATR: 0.0033, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-01-31, Trend Pullback, SP500: -0.05%, RSI: 54.9, VIX: 11.99, ATR: -0.0001, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-02-01, Steady Climb, SP500: -0.82%, RSI: 52.2, VIX: 11.81, ATR: -0.0024, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-02-02, Trend Pullback, SP500: -0.69%, RSI: 55.7, VIX: 11.93, ATR: -0.0022, BBW: 0.02, PrevState: Steady Climb, Score: 12
2017-02-03, Steady Climb, SP500: +0.12%, RSI: 61.0, VIX: 10.97, ATR: -0.0013, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-02-06, Steady Climb, SP500: +0.51%, RSI: 62.1, VIX: 11.37, ATR: 0.0015, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-02-07, Steady Climb, SP500: +0.62%, RSI: 60.8, VIX: 11.29, ATR: 0.0020, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-02-08, Steady Climb, SP500: +0.66%, RSI: 66.9, VIX: 11.45, ATR: 0.0017, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-02-09, Steady Climb, SP500: +1.18%, RSI: 68.7, VIX: 10.88, ATR: 0.0010, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-02-10, Steady Climb, SP500: +0.81%, RSI: 75.5, VIX: 10.85, ATR: 0.0010, BBW: 0.03, PrevState: Steady Climb, Score: 8
2017-02-13, Steady Climb, SP500: +1.56%, RSI: 74.9, VIX: 11.07, ATR: 0.0027, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-02-14, Steady Climb, SP500: +1.94%, RSI: 72.3, VIX: 10.74, ATR: 0.0039, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-02-15, Steady Climb, SP500: +2.38%, RSI: 76.8, VIX: 11.97, ATR: 0.0045, BBW: 0.04, PrevState: Steady Climb, Score: 10
2017-02-16, Steady Climb, SP500: +1.71%, RSI: 76.8, VIX: 11.76, ATR: 0.0044, BBW: 0.04, PrevState: Steady Climb, Score: 10
2017-02-17, Steady Climb, SP500: +1.51%, RSI: 89.9, VIX: 11.49, ATR: 0.0035, BBW: 0.05, PrevState: Steady Climb, Score: 10
2017-02-21, Steady Climb, SP500: +1.59%, RSI: 93.1, VIX: 11.57, ATR: 0.0023, BBW: 0.05, PrevState: Steady Climb, Score: 10
2017-02-22, Steady Climb, SP500: +1.08%, RSI: 90.8, VIX: 11.74, ATR: 0.0024, BBW: 0.05, PrevState: Steady Climb, Score: 8
2017-02-23, Steady Climb, SP500: +0.62%, RSI: 90.7, VIX: 11.71, ATR: 0.0019, BBW: 0.05, PrevState: Steady Climb, Score: 8
2017-02-24, Steady Climb, SP500: +0.86%, RSI: 89.4, VIX: 11.47, ATR: 0.0019, BBW: 0.06, PrevState: Steady Climb, Score: 8
2017-02-27, Steady Climb, SP500: +0.79%, RSI: 94.7, VIX: 12.09, ATR: 0.0013, BBW: 0.06, PrevState: Steady Climb, Score: 8
2017-02-28, Trend Pullback, SP500: -0.07%, RSI: 88.4, VIX: 12.92, ATR: 0.0006, BBW: 0.06, PrevState: Steady Climb, Score: 8
2017-03-01, Steady Climb, SP500: +1.40%, RSI: 91.3, VIX: 12.54, ATR: 0.0003, BBW: 0.06, PrevState: Trend Pullback, Score: 8
2017-03-02, Steady Climb, SP500: +0.77%, RSI: 80.0, VIX: 11.81, ATR: 0.0025, BBW: 0.06, PrevState: Steady Climb, Score: 8
2017-03-03, Steady Climb, SP500: +0.67%, RSI: 78.8, VIX: 10.96, ATR: 0.0023, BBW: 0.06, PrevState: Steady Climb, Score: 8
2017-03-06, Trend Pullback, SP500: +0.23%, RSI: 71.0, VIX: 11.24, ATR: 0.0019, BBW: 0.05, PrevState: Steady Climb, Score: 8
2017-03-07, Steady Climb, SP500: +0.20%, RSI: 64.0, VIX: 11.45, ATR: 0.0004, BBW: 0.05, PrevState: Trend Pullback, Score: 8
2017-03-08, Trend Pullback, SP500: -1.38%, RSI: 56.6, VIX: 11.86, ATR: -0.0026, BBW: 0.04, PrevState: Steady Climb, Score: 12
2017-03-09, Steady Climb, SP500: -0.72%, RSI: 58.5, VIX: 12.30, ATR: -0.0022, BBW: 0.04, PrevState: Trend Pullback, Score: 8
2017-03-10, Trend Pullback, SP500: -0.44%, RSI: 60.0, VIX: 11.66, ATR: -0.0021, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-03-13, Steady Climb, SP500: -0.08%, RSI: 54.3, VIX: 11.35, ATR: -0.0004, BBW: 0.03, PrevState: Trend Pullback, Score: 8
2017-03-14, Trend Pullback, SP500: -0.12%, RSI: 51.3, VIX: 12.30, ATR: 0.0008, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-03-15, Steady Climb, SP500: +0.94%, RSI: 59.1, VIX: 11.63, ATR: 0.0006, BBW: 0.02, PrevState: Trend Pullback, Score: 10
2017-03-16, Steady Climb, SP500: +0.70%, RSI: 55.9, VIX: 11.21, ATR: 0.0014, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-03-17, Trend Pullback, SP500: +0.24%, RSI: 53.6, VIX: 11.28, ATR: 0.0012, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-03-20, Steady Climb, SP500: +0.00%, RSI: 54.2, VIX: 11.34, ATR: 0.0011, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-03-21, Trend Pullback, SP500: -0.91%, RSI: 27.4, VIX: 12.47, ATR: 0.0004, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-03-22, Steady Climb, SP500: -1.54%, RSI: 34.1, VIX: 12.81, ATR: -0.0038, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-03-23, Trend Pullback, SP500: -1.49%, RSI: 32.6, VIX: 13.12, ATR: -0.0043, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-03-24, Steady Climb, SP500: -1.44%, RSI: 34.5, VIX: 12.96, ATR: -0.0038, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-03-27, Trend Pullback, SP500: -1.34%, RSI: 36.1, VIX: 12.50, ATR: -0.0024, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-03-28, Steady Climb, SP500: +0.62%, RSI: 48.0, VIX: 11.53, ATR: -0.0004, BBW: 0.03, PrevState: Trend Pullback, Score: 8
2017-03-29, Steady Climb, SP500: +0.54%, RSI: 48.3, VIX: 11.42, ATR: 0.0007, BBW: 0.02, PrevState: Steady Climb, Score: 8
2017-03-30, Steady Climb, SP500: +0.94%, RSI: 47.9, VIX: 11.54, ATR: 0.0019, BBW: 0.02, PrevState: Steady Climb, Score: 8
2017-03-31, Steady Climb, SP500: +0.80%, RSI: 45.2, VIX: 12.37, ATR: 0.0029, BBW: 0.02, PrevState: Steady Climb, Score: 8
2017-04-03, Steady Climb, SP500: +0.74%, RSI: 46.9, VIX: 12.38, ATR: 0.0022, BBW: 0.02, PrevState: Steady Climb, Score: 8
2017-04-04, Trend Pullback, SP500: +0.07%, RSI: 36.0, VIX: 11.79, ATR: 0.0001, BBW: 0.02, PrevState: Steady Climb, Score: 8
2017-04-05, Steady Climb, SP500: -0.35%, RSI: 34.7, VIX: 12.89, ATR: -0.0005, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-04-06, Trend Pullback, SP500: -0.45%, RSI: 39.0, VIX: 12.39, ATR: -0.0014, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-04-07, Steady Climb, SP500: -0.30%, RSI: 40.2, VIX: 12.87, ATR: -0.0007, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-04-10, Steady Climb, SP500: -0.07%, RSI: 60.3, VIX: 14.05, ATR: -0.0004, BBW: 0.02, PrevState: Steady Climb, Score: 8
2017-04-11, Trend Pullback, SP500: -0.27%, RSI: 54.3, VIX: 15.07, ATR: -0.0001, BBW: 0.02, PrevState: Steady Climb, Score: 12
2017-04-12, Steady Climb, SP500: -0.34%, RSI: 49.3, VIX: 15.77, ATR: 0.0001, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-04-13, Trend Pullback, SP500: -1.21%, RSI: 40.9, VIX: 15.96, ATR: -0.0012, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-04-17, Steady Climb, SP500: -0.28%, RSI: 53.7, VIX: 14.66, ATR: -0.0028, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-04-18, Trend Pullback, SP500: -0.64%, RSI: 40.9, VIX: 14.42, ATR: -0.0018, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-04-19, Steady Climb, SP500: -0.66%, RSI: 37.5, VIX: 14.93, ATR: -0.0008, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-04-20, Trend Pullback, SP500: +0.47%, RSI: 44.0, VIX: 14.15, ATR: -0.0000, BBW: 0.02, PrevState: Steady Climb, Score: 8
2017-04-21, Steady Climb, SP500: +0.85%, RSI: 43.3, VIX: 14.63, ATR: 0.0018, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-04-24, Steady Climb, SP500: +1.07%, RSI: 56.1, VIX: 10.84, ATR: 0.0005, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-04-25, Steady Climb, SP500: +1.98%, RSI: 60.2, VIX: 10.76, ATR: 0.0031, BBW: 0.02, PrevState: Steady Climb, Score: 12
2017-04-26, Steady Climb, SP500: +2.11%, RSI: 63.0, VIX: 10.85, ATR: 0.0050, BBW: 0.02, PrevState: Steady Climb, Score: 12
2017-04-27, Steady Climb, SP500: +1.40%, RSI: 62.0, VIX: 10.36, ATR: 0.0043, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-04-28, Steady Climb, SP500: +1.51%, RSI: 60.8, VIX: 10.82, ATR: 0.0039, BBW: 0.03, PrevState: Steady Climb, Score: 12
2017-05-01, Steady Climb, SP500: +0.60%, RSI: 61.5, VIX: 10.11, ATR: 0.0008, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-05-02, Steady Climb, SP500: +0.11%, RSI: 63.9, VIX: 10.59, ATR: -0.0002, BBW: 0.03, PrevState: Steady Climb, Score: 8
2017-05-03, Steady Climb, SP500: +0.03%, RSI: 66.8, VIX: 10.68, ATR: 0.0003, BBW: 0.03, PrevState: Steady Climb, Score: 8
2017-05-04, Trend Pullback, SP500: +0.03%, RSI: 76.5, VIX: 10.46, ATR: 0.0002, BBW: 0.04, PrevState: Steady Climb, Score: 8
2017-05-05, Steady Climb, SP500: +0.63%, RSI: 74.2, VIX: 10.57, ATR: 0.0004, BBW: 0.04, PrevState: Trend Pullback, Score: 8
2017-05-08, Trend Pullback, SP500: +0.46%, RSI: 79.5, VIX: 9.77, ATR: 0.0008, BBW: 0.04, PrevState: Steady Climb, Score: 8
2017-05-09, Steady Climb, SP500: +0.24%, RSI: 80.8, VIX: 9.96, ATR: 0.0012, BBW: 0.04, PrevState: Trend Pullback, Score: 6
2017-05-10, Trend Pullback, SP500: +0.48%, RSI: 77.2, VIX: 10.21, ATR: 0.0011, BBW: 0.04, PrevState: Steady Climb, Score: 8
2017-05-11, Steady Climb, SP500: +0.21%, RSI: 79.1, VIX: 10.60, ATR: 0.0007, BBW: 0.04, PrevState: Trend Pullback, Score: 6
2017-05-12, Trend Pullback, SP500: -0.35%, RSI: 64.8, VIX: 10.40, ATR: -0.0004, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-05-15, Steady Climb, SP500: +0.12%, RSI: 62.8, VIX: 10.42, ATR: -0.0008, BBW: 0.03, PrevState: Trend Pullback, Score: 8
2017-05-16, Steady Climb, SP500: +0.16%, RSI: 62.2, VIX: 10.65, ATR: 0.0001, BBW: 0.03, PrevState: Steady Climb, Score: 8
2017-05-17, Trend Pullback, SP500: -1.78%, RSI: 33.5, VIX: 15.59, ATR: 0.0004, BBW: 0.03, PrevState: Steady Climb, Score: 10
2017-05-18, Steady Climb, SP500: -1.20%, RSI: 40.8, VIX: 14.66, ATR: -0.0027, BBW: 0.02, PrevState: Trend Pullback, Score: 6
2017-05-19, Trend Pullback, SP500: -0.38%, RSI: 47.1, VIX: 12.04, ATR: -0.0040, BBW: 0.02, PrevState: Steady Climb, Score: 12
2017-05-22, Steady Climb, SP500: -0.35%, RSI: 51.2, VIX: 10.93, ATR: -0.0032, BBW: 0.02, PrevState: Trend Pullback, Score: 8
2017-05-23, Trend Pullback, SP500: -0.09%, RSI: 54.2, VIX: 10.72, ATR: 0.0005, BBW: 0.02, PrevState: Steady Climb, Score: 10
2017-05-24, Steady Climb, SP500: +2.01%, RSI: 55.8, VIX: 10.02, ATR: 0.0046, BBW: 0.02, PrevState: Trend Pullback, Score: 12
2017-05-25, Steady Climb, SP500: +2.09%, RSI: 56.1, VIX: 9.99, ATR: 0.0039, BBW: 0.02, PrevState: Steady Climb, Score: 12
