2005-01-03, Volatile Chop, 5d%: +nan%, MA20: +nan, RSI: nan, VIX: 14.08, ATR: nan, BBW: nan, Score: [0, -2, -1], Dist: 2.24
2015-04-02, Steady Climb, 5d%: +0.53%, MA20: +0.06, RSI: 53.3, VIX: 14.67, ATR: 0.0007, BBW: 0.04, Score: [1, 1, 3], Dist: 1.41
2015-04-06, Steady Climb, 5d%: +0.95%, MA20: +0.37, RSI: 49.9, VIX: 14.74, ATR: -0.0007, BBW: 0.04, Score: [2, 0, 3], Dist: 1.41
2015-04-07, Steady Climb, 5d%: -0.48%, MA20: +0.44, RSI: 50.5, VIX: 14.78, ATR: -0.0006, BBW: 0.04, Score: [1, 1, 3], Dist: 1.41
2015-04-08, Steady Climb, 5d%: +0.68%, MA20: +0.58, RSI: 44.8, VIX: 13.98, ATR: 0.0018, BBW: 0.03, Score: [3, 0, 3], Dist: 1.73
2015-04-09, Steady Climb, 5d%: +1.53%, MA20: +0.24, RSI: 50.6, VIX: 13.09, ATR: 0.0026, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-04-10, Steady Climb, 5d%: +1.70%, MA20: -0.09, RSI: 48.1, VIX: 12.58, ATR: 0.0024, BBW: 0.03, Score: [1, 0, 3], Dist: 1.73
2015-04-13, Steady Climb, 5d%: +0.57%, MA20: +0.07, RSI: 46.4, VIX: 13.94, ATR: 0.0028, BBW: 0.03, Score: [1, 0, 3], Dist: 1.73
2015-04-14, Steady Climb, 5d%: +0.94%, MA20: -0.16, RSI: 51.4, VIX: 13.67, ATR: 0.0025, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2015-04-15, Steady Climb, 5d%: +1.19%, MA20: +0.03, RSI: 66.7, VIX: 12.84, ATR: 0.0014, BBW: 0.03, Score: [1, 2, 3], Dist: 1.73
2015-04-16, Steady Climb, 5d%: +0.66%, MA20: +0.25, RSI: 68.4, VIX: 12.60, ATR: 0.0012, BBW: 0.03, Score: [2, 2, 3], Dist: 1.41
2015-04-17, Steady Climb, 5d%: -0.99%, MA20: +0.80, RSI: 56.6, VIX: 13.89, ATR: 0.0010, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2015-04-20, Steady Climb, 5d%: +0.38%, MA20: +0.84, RSI: 54.8, VIX: 13.30, ATR: -0.0006, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-04-21, Steady Climb, 5d%: +0.07%, MA20: +1.46, RSI: 61.2, VIX: 13.25, ATR: -0.0008, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-04-22, Steady Climb, 5d%: +0.06%, MA20: +1.99, RSI: 68.1, VIX: 12.71, ATR: -0.0011, BBW: 0.03, Score: [2, 2, 3], Dist: 1.41
2015-04-23, Steady Climb, 5d%: +0.38%, MA20: +2.48, RSI: 67.6, VIX: 12.48, ATR: 0.0010, BBW: 0.03, Score: [2, 2, 3], Dist: 1.41
2015-04-24, Steady Climb, 5d%: +1.75%, MA20: +2.53, RSI: 65.2, VIX: 12.29, ATR: 0.0034, BBW: 0.03, Score: [3, 2, 3], Dist: 1.73
2015-04-27, Steady Climb, 5d%: +0.41%, MA20: +2.50, RSI: 62.9, VIX: 13.12, ATR: 0.0024, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-04-28, Steady Climb, 5d%: +0.83%, MA20: +2.32, RSI: 63.0, VIX: 12.41, ATR: 0.0016, BBW: 0.03, Score: [3, 1, 3], Dist: 1.41
2015-04-29, Steady Climb, 5d%: -0.05%, MA20: +2.56, RSI: 56.2, VIX: 13.39, ATR: 0.0005, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-04-30, Steady Climb, 5d%: -1.30%, MA20: +2.35, RSI: 43.9, VIX: 14.55, ATR: -0.0007, BBW: 0.03, Score: [1, 0, 3], Dist: 1.73
2015-05-01, Steady Climb, 5d%: -0.44%, MA20: +1.65, RSI: 55.3, VIX: 12.70, ATR: -0.0032, BBW: 0.02, Score: [2, 1, 3], Dist: 1.00
2015-05-04, Steady Climb, 5d%: +0.26%, MA20: +1.34, RSI: 56.1, VIX: 12.85, ATR: -0.0014, BBW: 0.02, Score: [2, 1, 3], Dist: 1.00
2015-05-05, Steady Climb, 5d%: -1.20%, MA20: +1.28, RSI: 44.8, VIX: 14.31, ATR: 0.0000, BBW: 0.02, Score: [1, 0, 3], Dist: 1.73
2015-05-06, Steady Climb, 5d%: -1.27%, MA20: +0.75, RSI: 42.9, VIX: 15.15, ATR: -0.0003, BBW: 0.02, Score: [1, 0, 3], Dist: 1.73
2015-05-07, Steady Climb, 5d%: +0.12%, MA20: +0.15, RSI: 52.2, VIX: 15.13, ATR: -0.0014, BBW: 0.02, Score: [0, 1, 3], Dist: 2.24
2015-05-08, Steady Climb, 5d%: +0.37%, MA20: -0.19, RSI: 54.7, VIX: 12.86, ATR: -0.0035, BBW: 0.02, Score: [0, 1, 3], Dist: 2.24
2015-05-11, Steady Climb, 5d%: -0.43%, MA20: +0.05, RSI: 52.3, VIX: 13.85, ATR: 0.0001, BBW: 0.02, Score: [0, 1, 3], Dist: 2.24
2015-05-12, Steady Climb, 5d%: +0.46%, MA20: -0.04, RSI: 47.4, VIX: 13.86, ATR: 0.0032, BBW: 0.02, Score: [0, 0, 3], Dist: 2.45
2015-05-13, Steady Climb, 5d%: +0.88%, MA20: -0.18, RSI: 45.6, VIX: 13.76, ATR: 0.0026, BBW: 0.02, Score: [1, 0, 3], Dist: 1.73
2015-05-14, Steady Climb, 5d%: +1.59%, MA20: -0.17, RSI: 50.9, VIX: 12.74, ATR: 0.0002, BBW: 0.02, Score: [1, 1, 3], Dist: 1.41
2015-05-15, Steady Climb, 5d%: +0.31%, MA20: +0.15, RSI: 53.9, VIX: 12.38, ATR: 0.0001, BBW: 0.02, Score: [0, 1, 3], Dist: 2.24
2015-05-18, Steady Climb, 5d%: +1.13%, MA20: +0.10, RSI: 54.1, VIX: 12.73, ATR: 0.0027, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2015-05-19, Steady Climb, 5d%: +1.37%, MA20: +0.38, RSI: 56.2, VIX: 12.85, ATR: 0.0040, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-05-20, Steady Climb, 5d%: +1.30%, MA20: +0.55, RSI: 63.4, VIX: 12.88, ATR: 0.0031, BBW: 0.03, Score: [3, 1, 3], Dist: 1.41
2015-05-21, Steady Climb, 5d%: +0.46%, MA20: +0.81, RSI: 58.5, VIX: 12.11, ATR: 0.0007, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-05-22, Steady Climb, 5d%: +0.16%, MA20: +1.19, RSI: 54.4, VIX: 12.13, ATR: 0.0006, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-05-26, Steady Climb, 5d%: -1.17%, MA20: +1.56, RSI: 55.7, VIX: 14.06, ATR: -0.0002, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2015-05-27, Steady Climb, 5d%: -0.20%, MA20: +1.46, RSI: 65.6, VIX: 13.27, ATR: -0.0022, BBW: 0.03, Score: [2, 2, 3], Dist: 1.41
2015-05-28, Steady Climb, 5d%: -0.24%, MA20: +1.74, RSI: 62.3, VIX: 13.31, ATR: -0.0015, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-05-29, Steady Climb, 5d%: -1.10%, MA20: +1.84, RSI: 46.3, VIX: 13.84, ATR: -0.0011, BBW: 0.03, Score: [1, 0, 3], Dist: 1.73
2015-06-01, Steady Climb, 5d%: -0.67%, MA20: +1.39, RSI: 52.9, VIX: 13.97, ATR: -0.0010, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2015-06-02, Steady Climb, 5d%: +0.26%, MA20: +1.33, RSI: 54.8, VIX: 14.24, ATR: -0.0000, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-06-03, Steady Climb, 5d%: -0.44%, MA20: +1.33, RSI: 57.0, VIX: 13.66, ATR: -0.0017, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2015-06-04, Steady Climb, 5d%: -1.18%, MA20: +1.01, RSI: 38.3, VIX: 14.71, ATR: -0.0005, BBW: 0.02, Score: [1, -2, 3], Dist: 3.32
2015-06-05, Orderly Decline, 5d%: -0.69%, MA20: +0.24, RSI: 36.3, VIX: 14.21, ATR: -0.0010, BBW: 0.02, Score: [0, -2, 3], Dist: 3.00
2015-06-08, Orderly Decline, 5d%: -1.54%, MA20: -0.47, RSI: 28.5, VIX: 15.29, ATR: -0.0025, BBW: 0.03, Score: [-2, -2, 3], Dist: 2.24
2015-06-09, Orderly Decline, 5d%: -1.40%, MA20: -0.94, RSI: 29.4, VIX: 14.47, ATR: -0.0039, BBW: 0.03, Score: [-3, -2, 3], Dist: 2.45
2015-06-10, Orderly Decline, 5d%: -0.42%, MA20: -1.51, RSI: 42.6, VIX: 13.22, ATR: -0.0040, BBW: 0.03, Score: [-2, 0, 3], Dist: 2.24
2015-06-11, Orderly Decline, 5d%: +0.62%, MA20: -1.78, RSI: 42.0, VIX: 12.85, ATR: 0.0003, BBW: 0.03, Score: [-1, 0, 3], Dist: 2.45
2015-06-12, Orderly Decline, 5d%: +0.06%, MA20: -2.02, RSI: 39.2, VIX: 13.78, ATR: 0.0028, BBW: 0.03, Score: [-2, -2, 3], Dist: 2.24
2015-06-15, Orderly Decline, 5d%: +0.25%, MA20: -2.12, RSI: 42.7, VIX: 15.39, ATR: 0.0028, BBW: 0.03, Score: [-2, 0, 3], Dist: 2.24
2015-06-16, Orderly Decline, 5d%: +0.78%, MA20: -2.30, RSI: 39.4, VIX: 14.81, ATR: -0.0001, BBW: 0.03, Score: [-1, -2, 3], Dist: 2.45
2015-06-17, Orderly Decline, 5d%: -0.23%, MA20: -2.15, RSI: 42.1, VIX: 14.50, ATR: -0.0020, BBW: 0.03, Score: [-2, 0, 3], Dist: 2.24
2015-06-18, Trend Pullback, 5d%: +0.59%, MA20: -1.92, RSI: 55.1, VIX: 13.19, ATR: -0.0007, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00
2015-06-19, Orderly Decline, 5d%: +0.76%, MA20: -1.37, RSI: 49.4, VIX: 13.96, ATR: 0.0033, BBW: 0.03, Score: [-1, 0, 3], Dist: 2.45
2015-06-22, Trend Pullback, 5d%: +1.84%, MA20: -0.90, RSI: 54.3, VIX: 12.74, ATR: 0.0036, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00
2015-06-23, Steady Climb, 5d%: +1.33%, MA20: -0.29, RSI: 53.4, VIX: 12.11, ATR: 0.0030, BBW: 0.03, Score: [0, 1, 3], Dist: 2.24
2015-06-24, Steady Climb, 5d%: +0.39%, MA20: -0.01, RSI: 54.3, VIX: 13.26, ATR: 0.0023, BBW: 0.03, Score: [0, 1, 3], Dist: 2.24
2015-06-25, Steady Climb, 5d%: -0.89%, MA20: +0.33, RSI: 53.1, VIX: 14.01, ATR: -0.0005, BBW: 0.02, Score: [0, 1, 3], Dist: 2.24
2015-06-26, Steady Climb, 5d%: -0.40%, MA20: +0.56, RSI: 58.0, VIX: 14.02, ATR: -0.0014, BBW: 0.02, Score: [2, 1, 3], Dist: 1.00
2015-06-29, Steady Climb, 5d%: -3.07%, MA20: +0.59, RSI: 43.8, VIX: 18.85, ATR: -0.0031, BBW: 0.03, Score: [0, 0, 2], Dist: 2.24
2015-06-30, Orderly Decline, 5d%: -2.88%, MA20: +0.08, RSI: 37.0, VIX: 18.23, ATR: -0.0068, BBW: 0.03, Score: [-2, -2, 2], Dist: 1.41
2015-07-01, Orderly Decline, 5d%: -1.48%, MA20: -0.31, RSI: 40.9, VIX: 16.09, ATR: -0.0065, BBW: 0.04, Score: [-2, 0, 2], Dist: 1.41
2015-07-02, Orderly Decline, 5d%: -1.21%, MA20: -0.35, RSI: 44.5, VIX: 16.79, ATR: -0.0042, BBW: 0.04, Score: [-2, 0, 2], Dist: 1.41
2015-07-06, Orderly Decline, 5d%: -1.56%, MA20: -0.64, RSI: 45.0, VIX: 17.01, ATR: -0.0014, BBW: 0.04, Score: [-3, 0, 2], Dist: 1.73
2015-07-07, Orderly Decline, 5d%: +1.15%, MA20: -1.06, RSI: 45.3, VIX: 16.09, ATR: 0.0017, BBW: 0.04, Score: [-1, 0, 2], Dist: 1.73
2015-07-08, Orderly Decline, 5d%: -0.80%, MA20: -1.48, RSI: 35.7, VIX: 19.66, ATR: 0.0014, BBW: 0.04, Score: [-3, -2, 2], Dist: 1.73
2015-07-09, Orderly Decline, 5d%: -1.26%, MA20: -2.38, RSI: 29.7, VIX: 19.97, ATR: -0.0028, BBW: 0.05, Score: [-3, -2, 2], Dist: 1.73
2015-07-10, Orderly Decline, 5d%: -0.01%, MA20: -2.77, RSI: 41.0, VIX: 16.83, ATR: -0.0035, BBW: 0.05, Score: [-2, 0, 2], Dist: 1.41
2015-07-13, Orderly Decline, 5d%: +1.49%, MA20: -2.66, RSI: 44.1, VIX: 13.90, ATR: -0.0007, BBW: 0.05, Score: [-1, 0, 3], Dist: 2.45
2015-07-14, Orderly Decline, 5d%: +1.33%, MA20: -2.41, RSI: 46.3, VIX: 13.37, ATR: 0.0032, BBW: 0.05, Score: [-1, 0, 3], Dist: 2.45
2015-07-15, Steady Climb, 5d%: +2.97%, MA20: -2.18, RSI: 49.7, VIX: 13.23, ATR: 0.0082, BBW: 0.05, Score: [0, 0, 3], Dist: 2.45
2015-07-16, Steady Climb, 5d%: +3.56%, MA20: -1.83, RSI: 55.5, VIX: 12.11, ATR: 0.0068, BBW: 0.05, Score: [0, 1, 3], Dist: 2.24
2015-07-17, Steady Climb, 5d%: +2.41%, MA20: -1.18, RSI: 56.2, VIX: 11.95, ATR: 0.0048, BBW: 0.05, Score: [0, 1, 3], Dist: 2.24
2015-07-20, Steady Climb, 5d%: +1.37%, MA20: -0.21, RSI: 72.0, VIX: 12.25, ATR: 0.0033, BBW: 0.05, Score: [0, 2, 3], Dist: 2.45
2015-07-21, Steady Climb, 5d%: +0.49%, MA20: +0.60, RSI: 67.1, VIX: 12.22, ATR: 0.0027, BBW: 0.05, Score: [2, 2, 3], Dist: 1.41
2015-07-22, Steady Climb, 5d%: +0.32%, MA20: +1.45, RSI: 61.9, VIX: 12.12, ATR: 0.0013, BBW: 0.05, Score: [2, 1, 3], Dist: 1.00
2015-07-23, Steady Climb, 5d%: -1.04%, MA20: +2.26, RSI: 57.6, VIX: 12.64, ATR: -0.0013, BBW: 0.05, Score: [1, 1, 3], Dist: 1.41
2015-07-24, Steady Climb, 5d%: -2.21%, MA20: +2.67, RSI: 53.0, VIX: 13.74, ATR: -0.0030, BBW: 0.05, Score: [0, 1, 3], Dist: 2.24
2015-07-27, Steady Climb, 5d%: -2.85%, MA20: +2.66, RSI: 46.2, VIX: 15.60, ATR: -0.0055, BBW: 0.05, Score: [0, 0, 3], Dist: 2.45
2015-07-28, Steady Climb, 5d%: -1.22%, MA20: +2.51, RSI: 63.6, VIX: 13.44, ATR: -0.0066, BBW: 0.05, Score: [1, 1, 3], Dist: 1.41
2015-07-29, Steady Climb, 5d%: -0.26%, MA20: +2.07, RSI: 65.8, VIX: 12.50, ATR: -0.0036, BBW: 0.05, Score: [2, 2, 3], Dist: 1.41
2015-07-30, Steady Climb, 5d%: +0.31%, MA20: +1.89, RSI: 60.2, VIX: 12.13, ATR: 0.0013, BBW: 0.05, Score: [2, 1, 3], Dist: 1.00
2015-07-31, Steady Climb, 5d%: +1.16%, MA20: +1.87, RSI: 51.5, VIX: 12.12, ATR: 0.0047, BBW: 0.05, Score: [3, 1, 3], Dist: 1.41
2015-08-03, Steady Climb, 5d%: +1.47%, MA20: +1.73, RSI: 45.9, VIX: 12.56, ATR: 0.0042, BBW: 0.04, Score: [3, 0, 3], Dist: 1.73
2015-08-04, Steady Climb, 5d%: +0.00%, MA20: +1.33, RSI: 44.9, VIX: 13.00, ATR: 0.0002, BBW: 0.04, Score: [2, 0, 3], Dist: 1.41
2015-08-05, Steady Climb, 5d%: -0.41%, MA20: +1.02, RSI: 40.4, VIX: 12.51, ATR: -0.0020, BBW: 0.04, Score: [2, 0, 3], Dist: 1.41
2015-08-06, Orderly Decline, 5d%: -1.19%, MA20: +0.24, RSI: 34.8, VIX: 13.77, ATR: -0.0013, BBW: 0.03, Score: [0, -2, 3], Dist: 3.00
2015-08-07, Orderly Decline, 5d%: -1.25%, MA20: -0.78, RSI: 32.6, VIX: 13.39, ATR: -0.0019, BBW: 0.03, Score: [-3, -2, 3], Dist: 2.45
2015-08-10, Orderly Decline, 5d%: +0.29%, MA20: -1.53, RSI: 45.4, VIX: 12.23, ATR: -0.0024, BBW: 0.03, Score: [-2, 0, 3], Dist: 2.24
2015-08-11, Orderly Decline, 5d%: -0.44%, MA20: -1.55, RSI: 41.6, VIX: 13.71, ATR: -0.0000, BBW: 0.03, Score: [-2, 0, 3], Dist: 2.24
2015-08-12, Orderly Decline, 5d%: -0.66%, MA20: -1.71, RSI: 45.2, VIX: 13.61, ATR: -0.0005, BBW: 0.03, Score: [-3, 0, 3], Dist: 2.45
2015-08-13, Orderly Decline, 5d%: -0.01%, MA20: -1.83, RSI: 51.3, VIX: 13.49, ATR: 0.0006, BBW: 0.03, Score: [-2, 1, 3], Dist: 2.83
2015-08-14, Trend Pullback, 5d%: +0.67%, MA20: -1.69, RSI: 58.3, VIX: 12.83, ATR: -0.0003, BBW: 0.03, Score: [-1, 1, 3], Dist: 3.00
2015-08-17, Orderly Decline, 5d%: -0.08%, MA20: -1.33, RSI: 53.5, VIX: 13.02, ATR: -0.0012, BBW: 0.03, Score: [-2, 1, 3], Dist: 2.83
2015-08-18, Orderly Decline, 5d%: +0.62%, MA20: -0.74, RSI: 45.1, VIX: 13.79, ATR: 0.0020, BBW: 0.02, Score: [-1, 0, 3], Dist: 2.45
2015-08-19, Orderly Decline, 5d%: -0.31%, MA20: -0.33, RSI: 39.4, VIX: 15.25, ATR: 0.0020, BBW: 0.02, Score: [-1, -2, 3], Dist: 2.45
2015-08-20, Orderly Decline, 5d%: -2.29%, MA20: -0.22, RSI: 30.7, VIX: 19.14, ATR: -0.0001, BBW: 0.03, Score: [-3, -2, 2], Dist: 1.73
2015-08-21, Sharp Decline, 5d%: -5.77%, MA20: -0.87, RSI: 23.0, VIX: 28.03, ATR: -0.0068, BBW: 0.06, Score: [-4, -2, 0], Dist: 2.24
2015-08-24, Sharp Decline, 5d%: -9.95%, MA20: -2.70, RSI: 17.6, VIX: 40.74, ATR: -0.0171, BBW: 0.10, Score: [-4, -2, 0], Dist: 2.24
2015-08-25, Sharp Decline, 5d%: -10.94%, MA20: -5.66, RSI: 14.5, VIX: 36.02, ATR: -0.0276, BBW: 0.14, Score: [-4, -2, 0], Dist: 2.24
2015-08-26, Sharp Decline, 5d%: -6.69%, MA20: -8.33, RSI: 31.4, VIX: 30.32, ATR: -0.0292, BBW: 0.14, Score: [-4, -2, 0], Dist: 2.24
2015-08-27, Sharp Decline, 5d%: -2.36%, MA20: -9.37, RSI: 39.4, VIX: 26.10, ATR: -0.0148, BBW: 0.15, Score: [-4, -2, 0], Dist: 2.24
2015-08-28, Orderly Decline, 5d%: +0.91%, MA20: -9.49, RSI: 35.6, VIX: 26.05, ATR: 0.0041, BBW: 0.15, Score: [-1, -2, 0], Dist: 1.73
2015-08-31, Volatile Chop, 5d%: +4.17%, MA20: -9.48, RSI: 35.9, VIX: 28.43, ATR: 0.0158, BBW: 0.15, Score: [0, -2, -2], Dist: 2.00
2015-09-01, Volatile Chop, 5d%: +2.48%, MA20: -9.63, RSI: 31.0, VIX: 31.40, ATR: 0.0135, BBW: 0.15, Score: [0, -2, -1], Dist: 2.24
2015-09-02, Orderly Decline, 5d%: +0.43%, MA20: -10.50, RSI: 36.1, VIX: 26.09, ATR: -0.0035, BBW: 0.16, Score: [-2, -2, 0], Dist: 1.41
2015-09-03, Orderly Decline, 5d%: -1.84%, MA20: -10.50, RSI: 35.4, VIX: 25.61, ATR: -0.0078, BBW: 0.16, Score: [-3, -2, 0], Dist: 1.73
2015-09-04, Sharp Decline, 5d%: -3.40%, MA20: -10.49, RSI: 31.8, VIX: 27.80, ATR: -0.0051, BBW: 0.16, Score: [-4, -2, 0], Dist: 2.24
2015-09-08, Orderly Decline, 5d%: -0.14%, MA20: -10.81, RSI: 38.2, VIX: 24.90, ATR: -0.0033, BBW: 0.15, Score: [-2, -2, 1], Dist: 1.00
2015-09-09, Orderly Decline, 5d%: +1.47%, MA20: -9.78, RSI: 37.5, VIX: 26.23, ATR: 0.0043, BBW: 0.15, Score: [-1, -2, 0], Dist: 1.73
2015-09-10, Orderly Decline, 5d%: +0.18%, MA20: -9.26, RSI: 41.9, VIX: 24.37, ATR: 0.0002, BBW: 0.14, Score: [-2, 0, 1], Dist: 1.00
2015-09-11, Trend Pullback, 5d%: +0.51%, MA20: -8.35, RSI: 48.9, VIX: 23.20, ATR: 0.0012, BBW: 0.14, Score: [-1, 0, 1], Dist: 1.41
2015-09-14, Trend Pullback, 5d%: +1.66%, MA20: -7.15, RSI: 57.6, VIX: 24.25, ATR: 0.0032, BBW: 0.13, Score: [-1, 1, 1], Dist: 1.00
2015-09-15, Trend Pullback, 5d%: +0.44%, MA20: -5.75, RSI: 64.1, VIX: 22.54, ATR: -0.0007, BBW: 0.11, Score: [-2, 1, 1], Dist: 1.41
2015-09-16, Trend Pullback, 5d%: +2.74%, MA20: -3.62, RSI: 58.2, VIX: 21.35, ATR: 0.0037, BBW: 0.09, Score: [0, 1, 1], Dist: 1.41
2015-09-17, Trend Pullback, 5d%: +1.94%, MA20: -1.14, RSI: 50.4, VIX: 21.14, ATR: 0.0052, BBW: 0.08, Score: [-1, 1, 1], Dist: 1.00
2015-09-18, Steady Climb, 5d%: -0.15%, MA20: +1.15, RSI: 45.2, VIX: 22.28, ATR: 0.0051, BBW: 0.07, Score: [2, 0, 1], Dist: 1.41
2015-09-21, Steady Climb, 5d%: +0.71%, MA20: +2.41, RSI: 49.2, VIX: 20.14, ATR: 0.0011, BBW: 0.07, Score: [3, 0, 1], Dist: 1.73
2015-09-22, Steady Climb, 5d%: -1.79%, MA20: +2.90, RSI: 55.1, VIX: 22.44, ATR: -0.0031, BBW: 0.06, Score: [1, 1, 1], Dist: 1.41
2015-09-23, Trend Pullback, 5d%: -2.83%, MA20: +1.83, RSI: 48.0, VIX: 22.13, ATR: -0.0066, BBW: 0.05, Score: [0, 0, 1], Dist: 1.73
2015-09-24, Trend Pullback, 5d%: -2.91%, MA20: +0.21, RSI: 46.3, VIX: 23.47, ATR: -0.0061, BBW: 0.05, Score: [-1, 0, 1], Dist: 1.41
2015-09-25, Trend Pullback, 5d%: -1.36%, MA20: -0.45, RSI: 52.2, VIX: 23.62, ATR: -0.0041, BBW: 0.05, Score: [-2, 1, 1], Dist: 1.41
2015-09-28, Orderly Decline, 5d%: -4.33%, MA20: -0.37, RSI: 30.8, VIX: 27.63, ATR: -0.0043, BBW: 0.05, Score: [-3, -2, 0], Dist: 1.73
2015-09-29, Sharp Decline, 5d%: -3.02%, MA20: -0.89, RSI: 35.7, VIX: 26.83, ATR: -0.0069, BBW: 0.06, Score: [-4, -2, 0], Dist: 2.24
2015-09-30, Orderly Decline, 5d%: -0.97%, MA20: -1.48, RSI: 42.9, VIX: 24.50, ATR: -0.0083, BBW: 0.06, Score: [-3, 0, 1], Dist: 1.41
2015-10-01, Orderly Decline, 5d%: -0.44%, MA20: -2.35, RSI: 41.7, VIX: 22.55, ATR: -0.0037, BBW: 0.06, Score: [-2, 0, 1], Dist: 1.00
2015-10-02, Trend Pullback, 5d%: +1.04%, MA20: -2.62, RSI: 49.7, VIX: 20.94, ATR: 0.0012, BBW: 0.06, Score: [-1, 0, 1], Dist: 1.41
2015-10-05, Steady Climb, 5d%: +5.59%, MA20: -2.42, RSI: 51.8, VIX: 19.54, ATR: 0.0090, BBW: 0.06, Score: [0, 1, 2], Dist: 2.00
2015-10-06, Trend Pullback, 5d%: +5.09%, MA20: -2.19, RSI: 46.8, VIX: 19.40, ATR: 0.0120, BBW: 0.06, Score: [0, 0, 1], Dist: 1.73
2015-10-07, Steady Climb, 5d%: +3.95%, MA20: -1.39, RSI: 51.1, VIX: 18.40, ATR: 0.0092, BBW: 0.07, Score: [0, 1, 2], Dist: 2.00
2015-10-08, Steady Climb, 5d%: +4.66%, MA20: -0.82, RSI: 61.5, VIX: 17.42, ATR: 0.0086, BBW: 0.07, Score: [0, 1, 2], Dist: 2.00
2015-10-09, Steady Climb, 5d%: +3.26%, MA20: +0.09, RSI: 60.3, VIX: 17.08, ATR: 0.0066, BBW: 0.08, Score: [2, 1, 2], Dist: 0.00
2015-10-12, Steady Climb, 5d%: +1.53%, MA20: +1.06, RSI: 67.7, VIX: 16.17, ATR: 0.0044, BBW: 0.08, Score: [3, 2, 2], Dist: 1.41
2015-10-13, Steady Climb, 5d%: +1.20%, MA20: +1.86, RSI: 64.7, VIX: 17.67, ATR: 0.0047, BBW: 0.08, Score: [3, 1, 2], Dist: 1.00
2015-10-14, Steady Climb, 5d%: -0.08%, MA20: +2.77, RSI: 63.9, VIX: 18.03, ATR: 0.0010, BBW: 0.08, Score: [2, 1, 2], Dist: 0.00
2015-10-15, Steady Climb, 5d%: +0.52%, MA20: +3.77, RSI: 68.3, VIX: 16.05, ATR: -0.0024, BBW: 0.09, Score: [3, 2, 2], Dist: 1.41
2015-10-16, Steady Climb, 5d%: +0.90%, MA20: +5.12, RSI: 85.7, VIX: 15.05, ATR: -0.0003, BBW: 0.09, Score: [3, 2, 3], Dist: 1.73
2015-10-19, Steady Climb, 5d%: +0.80%, MA20: +6.04, RSI: 85.6, VIX: 14.98, ATR: 0.0025, BBW: 0.10, Score: [3, 2, 3], Dist: 1.73
2015-10-20, Steady Climb, 5d%: +1.35%, MA20: +6.99, RSI: 81.2, VIX: 15.75, ATR: 0.0049, BBW: 0.10, Score: [3, 2, 3], Dist: 1.73
2015-10-21, Steady Climb, 5d%: +1.24%, MA20: +7.43, RSI: 75.7, VIX: 16.70, ATR: 0.0041, BBW: 0.10, Score: [3, 2, 2], Dist: 1.41
2015-10-22, Steady Climb, 5d%: +1.42%, MA20: +7.50, RSI: 76.4, VIX: 14.45, ATR: -0.0006, BBW: 0.10, Score: [3, 2, 3], Dist: 1.73
2015-10-23, Steady Climb, 5d%: +2.07%, MA20: +7.82, RSI: 74.7, VIX: 14.46, ATR: 0.0012, BBW: 0.11, Score: [4, 2, 3], Dist: 2.45
2015-10-26, Steady Climb, 5d%: +1.84%, MA20: +8.27, RSI: 76.1, VIX: 15.29, ATR: 0.0051, BBW: 0.10, Score: [3, 2, 3], Dist: 1.73
2015-10-27, Steady Climb, 5d%: +1.73%, MA20: +7.67, RSI: 71.3, VIX: 15.43, ATR: 0.0066, BBW: 0.09, Score: [3, 2, 3], Dist: 1.73
2015-10-28, Steady Climb, 5d%: +3.54%, MA20: +6.74, RSI: 72.4, VIX: 14.33, ATR: 0.0054, BBW: 0.08, Score: [4, 2, 3], Dist: 2.45
2015-10-29, Steady Climb, 5d%: +1.80%, MA20: +6.46, RSI: 71.8, VIX: 14.61, ATR: 0.0032, BBW: 0.07, Score: [3, 2, 3], Dist: 1.73
2015-10-30, Steady Climb, 5d%: +0.20%, MA20: +5.97, RSI: 67.4, VIX: 15.07, ATR: 0.0023, BBW: 0.07, Score: [2, 2, 3], Dist: 1.41
2015-11-02, Steady Climb, 5d%: +1.59%, MA20: +5.52, RSI: 76.5, VIX: 14.15, ATR: 0.0019, BBW: 0.07, Score: [3, 2, 3], Dist: 1.73
2015-11-03, Steady Climb, 5d%: +2.12%, MA20: +5.79, RSI: 81.1, VIX: 14.54, ATR: 0.0031, BBW: 0.07, Score: [4, 2, 3], Dist: 2.45
